event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-17 09:37:43 UTC,view,4803977,2053013554658804075,electronics.audio.headphone,samsung,120.47,559195399,37bb3f6e-e21c-453a-ba1d-fb462b32331a
2019-11-17 16:32:45 UTC,view,100011671,2053013558282682943,,,263.56,513446058,3549bb3a-7db4-4adc-84f7-373146440f37
2019-11-21 07:45:23 UTC,view,12719551,2053013553559896355,,,54.06,533794193,b064ca6a-6e5a-4fc4-9cd4-1c586ea5dc14
2019-11-16 16:21:05 UTC,view,1004870,2053013555631882655,electronics.smartphone,samsung,298.07,562119510,077035b3-376b-48b0-8c35-6eb16d10559c
2019-11-23 21:00:08 UTC,cart,1004870,2053013555631882655,electronics.smartphone,samsung,291.65,553751814,1e821a75-0988-409d-9c3f-c90216a0d4e0
2019-11-15 16:24:33 UTC,view,4600457,2053013563944993659,appliances.kitchen.dishwasher,bosch,475.56,571916293,f5daa72c-bff9-4a88-b520-953cf75ebd6e
2019-11-27 13:10:58 UTC,view,3500181,2053013555287949705,,kenwood,386.08,517585904,3238c19b-c787-4746-a740-adff592df929
2019-11-03 22:01:08 UTC,view,1201297,2172371436436455782,electronics.tablet,apple,360.09,563903846,591e1309-22b0-45f6-96da-ab003622e1c5
2019-11-25 06:21:54 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,164.42,545273630,6d879881-c0c3-4450-93f1-cab9925ab6b2
2019-11-27 12:09:27 UTC,view,58300012,2158174724725670855,,redmond,48.65,565631195,3563ef84-08a6-4caf-a33f-579613cfe291
2019-11-17 09:06:08 UTC,view,4100306,2053013561218695907,,sony,77.22,518494861,7827cad2-3ab6-4c24-87ab-55bc07871cb0
2019-11-12 14:24:58 UTC,view,9900148,2053013552570040549,electronics.video.projector,epson,438.42,561974582,0245bcdd-85ad-4a88-b761-a5b10a3e0260
2019-11-06 05:07:08 UTC,view,12703015,2053013553559896355,,cordiant,42.99,551729115,3bd1db2f-b90a-4968-99bc-b2c1ebeb499c
2019-11-04 15:50:12 UTC,view,28720723,2053013565228450757,apparel.shoes,rooman,62.81,518929872,1ddc4dfd-0c76-4d8c-8b48-64ed60f0674b
2019-11-14 15:35:44 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,914.0,516488035,283399c1-3983-4bb1-934c-2797c035c74c
2019-11-12 11:01:18 UTC,view,8900305,2053013553090134275,kids.toys,,35.13,563020567,566f65c8-3580-4d63-af7b-968fe0fd8d89
2019-11-13 14:45:51 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,243.51,571068354,174da802-fd87-40b5-b3fb-21fca5657b91
2019-11-30 10:14:31 UTC,view,28719422,2053013565639492569,apparel.shoes,baden,62.81,529702797,76dace71-e562-4697-93f6-16dfae33e120
2019-11-15 19:10:44 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,348.76,515359093,a442425c-57a2-409a-b345-c93ead34edc8
2019-11-10 10:17:45 UTC,view,5100563,2053013553341792533,electronics.clocks,samsung,255.27,516395737,e2eeb761-54de-4533-8173-0a1bc57a4aad
2019-11-16 13:34:44 UTC,view,18200039,2053013554499420513,electronics.audio.acoustic,sony,694.74,515773340,38e4fe4b-a968-495e-9ad6-1e863855a4c4
2019-11-29 08:56:20 UTC,view,10800048,2053013554994348409,,redmond,66.9,513262470,ef3f68cc-873a-4d91-872d-36ad53a6fa86
2019-11-07 16:36:05 UTC,view,1005105,2053013555631882655,electronics.smartphone,apple,1335.66,547934416,3654787c-97d6-4b12-ae03-f935fdbf55e5
2019-11-13 09:50:21 UTC,view,2900636,2053013554776244595,appliances.kitchen.microwave,horizont,64.87,514182852,c1c54425-9cce-4321-9665-d74df549a6d7
2019-11-22 08:08:59 UTC,view,100010345,2179887855134835524,,,2059.26,574524312,6da270ed-8d80-47bb-aef8-849fd6e838b9
2019-11-26 04:56:59 UTC,view,1005147,2053013555631882655,electronics.smartphone,nokia,115.55,555491166,ec8cb6ee-ad18-4e1a-968d-c02642e61852
2019-11-19 13:13:55 UTC,view,22700062,2053013556168753601,,aeroforce,217.25,573482020,ab6c6d97-ed18-4d1f-ad0d-d8c376e15754
2019-11-01 11:29:31 UTC,view,3600937,2053013563810775923,appliances.kitchen.washer,samsung,334.6,515649811,01121992-e12a-4789-a94e-eeed6b4ad6f6
2019-11-15 19:52:10 UTC,view,26401046,2053013563651392361,,,129.22,519495601,f4be4043-dcdb-4a35-b6d4-9cfee73338c5
2019-11-07 17:18:37 UTC,view,4803977,2053013554658804075,electronics.audio.headphone,samsung,106.63,523956938,55c4135e-b384-4844-9f77-4caa66db7de9
2019-11-09 16:55:09 UTC,view,12718263,2053013553559896355,,continental,67.7,514584843,97c6d9c5-2a38-4fe0-9508-27f48f0758f1
2019-11-25 10:59:05 UTC,view,28718672,2053013565228450757,apparel.shoes,rieker,99.36,513573813,4668904b-9221-4bf1-94c4-3642e6101c52
2019-11-24 05:21:05 UTC,view,12202659,2116907525176557699,sport.bicycle,micio,118.67,559733272,6b12b9af-4b3a-4d73-bf86-4e28c54f47b2
2019-11-16 10:02:16 UTC,view,4800224,2053013554658804075,electronics.audio.headphone,sony,64.33,555327882,4447b356-cf1c-48bd-a016-69cdad62e60a
2019-11-27 11:08:22 UTC,view,1005174,2053013555631882655,electronics.smartphone,samsung,643.23,550033092,21acf2fe-6495-428d-aba2-cc80000ccd74
2019-11-18 13:24:36 UTC,view,32601199,2053013566587404305,,,28.29,573035958,1639e70d-efe0-4555-80df-a328441a06ed
2019-11-09 03:37:09 UTC,view,8800891,2053013555573162395,electronics.telephone,bq,15.42,515381408,a64cf078-5f78-4506-9736-23c55f28ad77
2019-11-15 19:40:32 UTC,view,1004834,2053013555631882655,electronics.smartphone,samsung,169.84,517947301,a14661df-a617-4200-ae51-d8c75706bd7c
2019-11-10 01:33:42 UTC,view,30400011,2053013560010736293,,carver,390.74,516394833,9f79f49f-c082-490f-ad4f-836adde1dc56
2019-11-05 14:09:05 UTC,cart,1005195,2053013555631882655,electronics.smartphone,xiaomi,110.17,548719320,35fe8408-2ae8-4618-a8bd-7e2d8ef72987
2019-11-08 14:58:10 UTC,view,1004720,2053013555631882655,electronics.smartphone,huawei,125.61,517514157,7105a720-cc7a-44bd-82dd-67a86d6b6e63
2019-11-16 09:09:48 UTC,view,1004434,2053013555631882655,electronics.smartphone,samsung,334.37,560123589,c20a8b25-ba37-4f2e-84a0-3d232063e232
2019-11-15 09:42:46 UTC,view,1005116,2053013555631882655,electronics.smartphone,apple,979.43,571779692,61b3580f-b2a1-47df-baa2-5f7c7a8a15bb
2019-11-20 13:16:03 UTC,view,10300496,2053013553115300101,,silverlit,7.7,573928424,26c31268-f056-4cf7-8226-37acd463f80d
2019-11-04 22:54:02 UTC,view,1002633,2053013555631882655,electronics.smartphone,apple,358.03,566591322,96bf64ac-0b6b-45d6-a26f-466d7493431e
2019-11-05 07:27:20 UTC,view,1005156,2053013555631882655,electronics.smartphone,xiaomi,321.76,514061122,d8af7bf7-a8ce-4979-9524-7276ba045a59
2019-11-16 06:04:39 UTC,view,1305098,2053013558920217191,computers.notebook,hp,2493.0,555876234,783e774d-e645-498d-9aa5-64e1afa80322
2019-11-16 09:44:28 UTC,view,5000475,2053013566100866035,appliances.sewing_machine,janome,172.44,520046323,203a0e74-831b-4e68-9a0d-c2717f0a4073
2019-11-10 21:58:29 UTC,view,5100577,2053013553341792533,electronics.clocks,samsung,290.77,518884414,e6ecaf47-e669-42a1-9e86-7c8830b3f19d
2019-11-29 19:32:43 UTC,view,13300416,2053013557166998015,,,64.09,546206061,69a9a188-0f5e-4cb9-8dfb-a242426ce0bf
2019-11-10 13:54:43 UTC,view,49300090,2125931803410694331,,tomfarr,125.1,555383112,e14c93dd-e65f-4766-b652-3ef0b91f0f04
2019-11-29 16:05:16 UTC,view,3700709,2053013565983425517,appliances.environment.vacuum,karcher,105.02,514604967,19b662f9-e1c2-4f58-9e3e-8e86a1a08dcf
2019-11-13 11:38:18 UTC,view,1004797,2053013555631882655,electronics.smartphone,xiaomi,385.85,513314190,0c3db6ec-d831-4738-9a92-99692fa00dba
2019-11-09 12:06:30 UTC,view,4900408,2053013555220840837,appliances.kitchen.juicer,scarlett,57.17,568801511,8c5ca765-17dc-49a5-a684-946ff647197e
2019-11-08 09:59:22 UTC,view,26300103,2053013563584283495,,lucente,587.15,517503453,a2951aa8-716f-42c7-9f15-7e1b5aeeb746
2019-11-27 14:38:17 UTC,cart,48400005,2119149008294249184,,,64.33,516891898,72d72ef7-81f9-4077-967f-2d3420e0341d
2019-11-17 17:00:53 UTC,view,17301376,2053013553853497655,,,92.9,513462853,931d556a-1afd-4a76-a8ff-1ca629707b72
2019-11-15 10:33:41 UTC,view,28719165,2053013565228450757,apparel.shoes,rieker,86.23,562997228,7074babd-77d3-440c-bb02-812212378815
2019-11-03 01:56:26 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,939.14,515493405,d987557a-f1e0-4d4a-b52d-a52afe85ce93
2019-11-21 12:11:35 UTC,view,1005065,2053013555631882655,electronics.smartphone,xiaomi,215.45,574407157,a886519d-39a2-4a71-8c40-445d6bea0d9c
2019-11-18 13:25:29 UTC,view,3800953,2053013566176363511,appliances.iron,tefal,108.09,570860966,c993e22b-64bb-4022-8f69-f010d7bd05d6
2019-11-15 13:07:18 UTC,view,1005239,2053013555631882655,electronics.smartphone,xiaomi,268.73,514738292,c736ab15-c81d-4008-b247-44c7cfb19302
2019-11-17 15:03:27 UTC,view,10800048,2053013554994348409,,redmond,65.62,537556525,eae04458-f43b-400c-b568-a12ab9bcd86e
2019-11-10 17:24:19 UTC,view,5100816,2053013553375346967,,xiaomi,30.62,533548952,0193acf0-f4f9-4475-8a6d-d100535ae4c1
2019-11-20 05:30:46 UTC,view,6000004,2053013560807654091,auto.accessories.alarm,starline,139.77,514050864,21c1fd5d-7760-4abe-a15d-adc670aeb810
2019-11-15 17:01:33 UTC,view,2800618,2053013563835941749,appliances.kitchen.refrigerators,atlant,249.45,571873177,1c93f9cc-1a76-4b50-8d9e-a89ad851855a
2019-11-16 17:10:57 UTC,view,10800158,2053013554994348409,,scarlett,15.42,546702958,37af6042-7a51-4398-82e7-20d2a21a0129
2019-11-19 09:19:08 UTC,view,13200068,2053013557192163841,furniture.bedroom.bed,,270.25,557963598,e37756b7-d388-43fd-afb4-4a249ea74252
2019-11-21 09:03:27 UTC,view,22700026,2053013556168753601,,yato,141.51,574325632,0e4226a7-a905-4b28-a276-3006b22986ee
2019-11-16 08:45:10 UTC,view,19500127,2053013558668558935,,,10.31,519658629,5389031a-bb5a-46fb-845c-cb2561913ea5
2019-11-16 09:36:36 UTC,view,12709942,2053013553559896355,,yokohama,73.36,521356220,01456690-6160-46fe-8fb1-05aed9a8bf35
2019-11-16 19:40:09 UTC,view,1004785,2053013555631882655,electronics.smartphone,huawei,264.71,529093441,e642bc14-34a4-45cd-81b8-d095eae563b9
2019-11-05 14:33:34 UTC,view,7005158,2053013560346280633,kids.carriage,joie,277.48,516604118,ac077883-bbb8-4d95-b7f3-0d6272eeaeff
2019-11-15 17:04:23 UTC,view,1801849,2053013554415534427,electronics.video.tv,samsung,622.92,564912401,cc0b1f57-7b62-4208-976a-9386fd097bba
2019-11-08 18:52:45 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,240.38,550830434,4e10da9e-16ee-46b7-ae46-321fe6fec6ce
2019-11-15 10:11:28 UTC,view,26205073,2053013563693335403,,,157.79,569384563,b832a07e-d4b5-4378-8cba-2cc791605b05
2019-11-08 17:57:03 UTC,view,22700677,2053013556168753601,,kingtul,58.69,540690372,e630ba68-0778-4ebd-82aa-08dc96173df1
2019-11-15 07:00:27 UTC,view,27700784,2053013560086233771,construction.tools.pump,denzel,177.53,530391912,21b8028b-c2b8-427e-bc26-02fef34e2d3a
2019-11-15 14:00:40 UTC,view,3200077,2053013555321504139,appliances.kitchen.meat_grinder,elenberg,115.81,518405598,feb396d2-8270-4ee2-b62a-b24ce76ecaaa
2019-11-20 05:09:07 UTC,view,22300018,2053013552427434207,,eltex,67.44,573747285,2e1aabd2-d4ba-4c4c-af1c-8d1869144eab
2019-11-14 20:17:19 UTC,view,15100128,2053013557024391671,,,104.25,571583760,a7dca43e-36f0-4cf0-b499-fc562cc30ebd
2019-11-04 16:01:35 UTC,view,1801849,2053013554415534427,electronics.video.tv,samsung,617.52,513348192,90e7f7ec-0827-4a52-b130-813c90b030d5
2019-11-24 14:11:06 UTC,view,1201415,2172371436436455782,electronics.tablet,nexttab,56.6,524559268,11dcb2c8-58f6-42cb-86ef-e8e84cdba864
2019-11-29 20:03:45 UTC,view,28101291,2053013564918072245,,confetti,7.72,566136339,ae030f7f-fc22-400b-ba65-3f8d284d035c
2019-11-05 10:57:01 UTC,view,28102256,2053013564918072245,,osman,445.31,531274777,842f02fb-03de-455c-908a-85077c0f2a7a
2019-11-17 06:41:09 UTC,view,1005004,2053013555631882655,electronics.smartphone,huawei,243.99,515051694,bc2ea928-ed15-4ce2-8712-369b009392f6
2019-11-14 23:28:12 UTC,view,3600287,2053013563810775923,appliances.kitchen.washer,indesit,205.15,541140698,10afcd4e-9101-45c6-99b7-6623075f3bc2
2019-11-14 09:34:58 UTC,view,8200475,2053013555413778833,,,185.46,536073883,0c10faa1-735a-443a-8ba5-1dfbc8e0c124
2019-11-17 10:49:07 UTC,view,17900348,2053013560178508465,construction.tools.generator,resanta,566.01,556902612,85738bd6-30cc-46a2-95cf-551414b28978
2019-11-12 18:02:47 UTC,view,1005203,2053013555631882655,electronics.smartphone,xiaomi,109.13,570681546,c8d4eb3c-9ce2-47ae-8ad6-43fa853e922e
2019-11-11 02:04:43 UTC,view,48200478,2146660887002349890,apparel.dress,tomfarr,33.46,537001008,6073a222-fef5-4991-b32d-215a67540b2c
2019-11-09 10:04:50 UTC,view,1002633,2053013555631882655,electronics.smartphone,apple,378.39,569274064,43248d56-a339-40f7-92e1-dadcde313f17
2019-11-10 15:41:37 UTC,view,1004838,2053013555631882655,electronics.smartphone,oppo,154.42,558092148,3444a505-aeab-4c80-bbc4-94f60c72a330
2019-11-16 09:02:45 UTC,view,1002544,2053013555631882655,electronics.smartphone,apple,493.94,572135283,b7a4992d-f491-43ed-b686-4ce9e6d6a955
2019-11-30 20:42:31 UTC,view,20100037,2053013559473865347,,nika,51.46,550217039,90383dd6-67cc-460d-a997-1d1a75a23fc5
2019-11-15 08:03:41 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,126.0,571745282,e4a1aad8-c074-4348-9bc4-4f90216de386
2019-11-14 18:08:56 UTC,cart,1005115,2053013555631882655,electronics.smartphone,apple,914.0,514899769,fd9174cb-49eb-4891-aa32-e47d967fa0fc
2019-11-12 17:20:26 UTC,cart,12703629,2053013553559896355,,cordiant,84.69,554839207,d23e15b8-69b1-4f04-af23-f380f9daea37
2019-11-27 07:23:38 UTC,view,1004741,2053013555631882655,electronics.smartphone,xiaomi,186.4,530994602,758c58af-a0b5-4f9d-a257-c59b86d292cd
2019-11-17 07:13:23 UTC,cart,1800931,2053013554415534427,electronics.video.tv,sony,408.63,566085808,a2598c40-a48f-4729-abea-1a12f8bad37c
2019-11-16 09:41:06 UTC,view,3600666,2053013563810775923,appliances.kitchen.washer,samsung,321.73,572145323,9e65b91b-460e-48b7-b056-52099205cda7
2019-11-27 07:32:44 UTC,view,1201399,2172371436436455782,electronics.tablet,apple,1415.48,566597988,4ab46b17-1a3f-4964-9361-543e8718b472
2019-11-17 16:08:04 UTC,view,4100129,2053013561218695907,,sony,488.3,561571257,d31fb62a-2fdb-4b10-b050-1217dde2e66f
2019-11-16 18:52:17 UTC,view,48200471,2146660887002349890,apparel.dress,annaanna,25.48,565312619,8746688e-2e05-4734-904a-6987e03f4f96
2019-11-11 16:21:01 UTC,view,28717081,2053013565069067197,apparel.shoes.keds,puma,100.13,518931544,c394f2fe-f65c-4cfe-8e83-3f75334793e1
2019-11-19 15:04:56 UTC,view,17200551,2053013559792632471,furniture.living_room.sofa,,308.63,573526631,edd140ac-9d15-4744-af0f-c5aad4ec2e70
2019-11-10 11:07:27 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,127.55,559817267,b4c00239-a30f-4157-b376-e5b2c88ae683
2019-11-13 05:08:22 UTC,view,52100005,2137704926053138958,,nike,86.21,531325623,eb6d64a3-2516-4654-b428-c88be2887a49
2019-11-15 12:21:33 UTC,view,3601537,2053013563810775923,appliances.kitchen.washer,samsung,386.08,555869254,2941835d-4eb8-4f08-9d92-a4d665c8be93
2019-11-15 20:33:15 UTC,view,2700609,2053013563911439225,appliances.kitchen.refrigerators,indesit,314.01,514519071,61add61d-5e0c-48cc-8ee6-b72b80f01e5d
2019-11-06 17:32:30 UTC,view,28722142,2053013565480109009,apparel.shoes.keds,,0.0,521450721,4ea65027-db98-4100-aac7-4de01a00566e
2019-11-16 10:40:46 UTC,view,3700869,2053013565983425517,appliances.environment.vacuum,samsung,92.64,516445252,312128e5-db2f-4f96-aaa4-bd530a015a9c
2019-11-16 14:25:33 UTC,view,13900078,2053013557343158789,construction.components.faucet,decoroom,17.96,560751148,d626a984-16c4-4acf-8ecb-a70bb909c1b6
2019-11-05 05:56:05 UTC,view,5701037,2053013553970938175,auto.accessories.player,swat,100.39,523982186,0602378c-0eb8-430b-b1bb-b47e559719bd
2019-11-17 10:45:17 UTC,view,27201740,2053013564154708873,,chopard,820.87,533030283,55cc139a-2db0-4ea1-2375-7fff68de3efa
2019-11-16 21:31:01 UTC,view,8700218,2053013563097744201,appliances.personal.hair_cutter,braun,28.29,514217613,cee934c0-abe4-4007-9987-73a48682ecc7
2019-11-13 14:54:53 UTC,view,53900045,2144916515806248980,construction.tools.saw,makita,114.71,526532171,cca16fc8-8eba-4981-a8ab-9a58858c1782
2019-11-16 05:06:11 UTC,view,1201389,2172371436436455782,electronics.tablet,apple,900.67,527951865,1d24c0e1-5732-47ab-bbf8-238424efad2f
2019-11-21 09:04:23 UTC,view,12703419,2053013553559896355,,cordiant,53.54,571868083,a4587889-7fa6-4976-bb77-7ce507c3d0ee
2019-11-09 04:47:27 UTC,view,3300079,2053013555355058573,,redmond,223.92,515345165,ea4f82f9-1ce9-478c-99ca-c6adaf11160d
2019-11-12 17:09:06 UTC,view,1002786,2053013555631882655,electronics.smartphone,apple,398.98,513659799,85195678-8a93-4acd-becb-2cab94a2d8a8
2019-11-17 08:20:47 UTC,view,18000799,2053013558525952589,,samsung,30.61,530792379,14e73704-6598-4da8-a491-b3253b8c989d
2019-11-18 06:38:23 UTC,view,1003499,2053013555631882655,electronics.smartphone,oneplus,461.37,522928000,b73e1412-bd24-49ba-826c-75cebd9fbad3
2019-11-28 17:46:45 UTC,view,15100063,2053013557024391671,,,818.55,514152104,47c1e4f8-1d97-4371-96ed-1e1e63c165de
2019-11-16 12:53:43 UTC,view,47100021,2112418071384687332,,celestron,965.28,524290752,21d0d4ac-20cf-4350-b9d7-6415909a92ec
2019-11-23 07:50:38 UTC,view,12719401,2053013553559896355,,mirage,42.73,522156931,d3cf2895-e926-4909-9a56-65d701f721ae
2019-11-01 04:49:58 UTC,view,1004238,2053013555631882655,electronics.smartphone,apple,1243.78,513223953,442a066a-ba5e-40e8-91b4-45da9bb1b28d
2019-11-05 18:43:15 UTC,view,26300095,2053013563584283495,,lucente,620.87,522336002,aed6dacb-89d8-46d0-82bf-c01c3dcd7d99
2019-11-17 16:08:51 UTC,view,21400931,2053013561579406073,electronics.clocks,casio,51.19,512524061,ca1026e4-a23b-49a5-9f59-6810750791d6
2019-11-27 04:48:20 UTC,view,12712552,2053013553559896355,,,64.33,577404261,ad68bd16-b5bd-43cf-9750-592eccf2942e
2019-11-15 03:13:13 UTC,view,28718294,2053013565480109009,apparel.shoes.keds,tamaris,77.22,512709489,468c5e6c-cd75-4acf-a070-561bed884ca1
2019-11-14 09:36:26 UTC,view,5100742,2053013553341792533,electronics.clocks,honor,205.9,555346264,72978bc6-4460-4a08-b68b-b343618386aa
